Date,Dungeon,Result,Clear time,Mana,Crystal,Energy,Drop,Rune Grade,Sell value,Rune Set,Max Efficiency,Slot,Rune Rarity,Main stat,Prefix stat,Secondary stat 1,"Secondary stat 2,",Secondary stat 3,Secondary stat 4
﻿2016-05-12 23:35,Hydeni Ruins Hell - 5,Win,0:30,1701,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-12 23:38,Hydeni Ruins Hell - 5,Win,0:37,1648,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-12 23:39,Hydeni Ruins Hell - 5,Win,0:29,598,0,1,Rune,4*,2940,Guard,56.50%,5,Common,HP +160,Resistance 5%,,,,
﻿2016-05-13 01:39,Hydeni Ruins Hell - 5,Win,1:05,1247,1,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 01:40,Hydeni Ruins Hell - 5,Win,0:34,1411,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 01:41,Hydeni Ruins Hell - 5,Win,0:45,1139,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 01:42,Hydeni Ruins Hell - 5,Win,0:35,1984,0,2,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 01:47,Hydeni Ruins Hell - 5,Win,0:47,1187,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 01:48,Hydeni Ruins Hell - 5,Win,0:34,2464,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 01:49,Hydeni Ruins Hell - 5,Win,0:41,606,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-13 01:50,Hydeni Ruins Hell - 5,Win,0:38,1309,0,1,Rune,4*,2205,Guard,51.69%,5,Common,HP +160,,,,,
﻿2016-05-13 01:51,Hydeni Ruins Hell - 5,Win,0:46,1431,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 01:52,Hydeni Ruins Hell - 5,Win,0:47,1461,1,1,Rune,3*,1443,Guard,47.29%,5,Magic,HP +100,,ATK +6,,,
﻿2016-05-13 01:54,Hydeni Ruins Hell - 5,Win,0:48,2015,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 01:55,Hydeni Ruins Hell - 5,Win,0:47,1688,0,1,Rune,4*,2205,Guard,51.69%,5,Common,HP +160,,,,,
﻿2016-05-13 01:56,Hydeni Ruins Hell - 5,Win,0:33,2133,0,1,Elemental (Water) 2*,,,,,,,,,,,,
﻿2016-05-13 01:57,Hydeni Ruins Hell - 5,Win,0:29,1252,0,0,Rune,4*,2205,Guard,51.69%,5,Common,HP +160,,,,,
﻿2016-05-13 01:59,Hydeni Ruins Hell - 5,Win,0:34,1511,0,1,Rune,3*,1443,Guard,50.04%,5,Magic,HP +100,,DEF 5%,,,
﻿2016-05-13 02:01,Hydeni Ruins Hell - 5,Win,0:36,1796,0,1,Rune,4*,2572,Guard,55.54%,5,Magic,HP +160,,DEF 4%,,,
﻿2016-05-13 02:03,Hydeni Ruins Hell - 5,Win,0:54,162,0,1,Rune,3*,1649,Guard,49.08%,5,Common,HP +100,Resistance 4%,,,,
﻿2016-05-13 02:15,Hydeni Ruins Hell - 5,Win,0:34,2037,0,1,Rune,3*,1443,Guard,49.08%,5,Magic,HP +100,,SPD +3,,,
﻿2016-05-13 02:16,Hydeni Ruins Hell - 5,Win,0:55,1575,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 02:17,Hydeni Ruins Hell - 5,Win,0:28,1494,1,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 02:18,Hydeni Ruins Hell - 5,Win,0:40,859,1,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 02:20,Hydeni Ruins Hell - 5,Win,0:40,1939,0,2,Rune,3*,1443,Guard,47.15%,5,Magic,HP +100,,Resistance 2%,,,
﻿2016-05-13 02:21,Hydeni Ruins Hell - 5,Win,0:29,1359,0,2,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 02:22,Hydeni Ruins Hell - 5,Win,0:39,1359,0,0,Howl (Water) 2*,,,,,,,,,,,,
﻿2016-05-13 02:23,Hydeni Ruins Hell - 5,Win,0:36,1201,0,0,Rune,3*,1649,Guard,47.29%,5,Common,HP +100,DEF +6,,,,
﻿2016-05-13 02:25,Hydeni Ruins Hell - 5,Win,0:43,823,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 02:27,Hydeni Ruins Hell - 5,Win,0:39,1313,0,1,Rune,3*,1443,Guard,49.08%,5,Magic,HP +100,,ATK 4%,,,
﻿2016-05-13 02:29,Hydeni Ruins Hell - 5,Win,0:36,1891,0,1,Rainbowmon 2*,,,,,,,,,,,,
﻿2016-05-13 02:30,Hydeni Ruins Hell - 5,Win,0:56,2303,0,1,Rune,3*,1649,Guard,49.08%,5,Common,HP +100,ATK 4%,,,,
﻿2016-05-13 02:31,Hydeni Ruins Hell - 5,Win,0:38,1506,0,2,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 02:33,Hydeni Ruins Hell - 5,Win,0:32,1627,0,1,Rune,4*,2205,Guard,51.69%,5,Common,HP +160,,,,,
﻿2016-05-13 02:34,Hydeni Ruins Hell - 5,Win,0:39,862,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 02:36,Hydeni Ruins Hell - 5,Win,0:41,586,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 02:36,Hydeni Ruins Hell - 5,Win,0:27,1248,0,2,Rune,4*,2572,Guard,54.58%,5,Magic,HP +160,,HP 3%,,,
﻿2016-05-13 02:38,Hydeni Ruins Hell - 5,Win,0:40,924,0,2,Elemental (Water) 2*,,,,,,,,,,,,
﻿2016-05-13 02:41,Hydeni Ruins Hell - 5,Win,0:39,1375,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 02:45,Hydeni Ruins Hell - 5,Win,0:49,1581,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 02:47,Hydeni Ruins Hell - 5,Win,0:39,1879,0,1,Rune,4*,2205,Guard,51.69%,5,Common,HP +160,,,,,
﻿2016-05-13 02:48,Hydeni Ruins Hell - 5,Win,0:52,1727,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 02:49,Hydeni Ruins Hell - 5,Win,0:51,1229,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 02:51,Hydeni Ruins Hell - 5,Win,0:40,1056,0,2,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 02:51,Hydeni Ruins Hell - 5,Win,0:44,1329,0,0,Rainbowmon 2*,,,,,,,,,,,,
﻿2016-05-13 02:53,Hydeni Ruins Hell - 5,Win,0:56,1343,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 02:54,Hydeni Ruins Hell - 5,Win,0:42,2469,0,2,Rune,3*,1649,Guard,46.26%,5,Common,HP +100,DEF +3,,,,
﻿2016-05-13 02:55,Hydeni Ruins Hell - 5,Win,0:35,1179,0,1,Rune,4*,2205,Guard,51.69%,5,Common,HP +160,,,,,
﻿2016-05-13 02:56,Hydeni Ruins Hell - 5,Win,0:39,869,0,2,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 02:58,Hydeni Ruins Hell - 5,Win,0:40,1676,0,0,Rune,4*,2940,Guard,54.58%,5,Common,HP +160,DEF 3%,,,,
﻿2016-05-13 02:59,Hydeni Ruins Hell - 5,Win,0:50,1207,0,2,Low Elemental (Water) 1*,,,,,,,,,,,,
﻿2016-05-13 03:03,Hydeni Ruins Hell - 5,Win,0:34,1334,0,0,Rune,4*,2940,Guard,53.41%,5,Common,HP +160,DEF +5,,,,
﻿2016-05-13 03:05,Hydeni Ruins Hell - 5,Win,0:43,3160,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 03:06,Hydeni Ruins Hell - 5,Win,0:31,1715,0,1,Rune,3*,1649,Guard,49.63%,5,Common,HP +100,CRI Dmg 4%,,,,
﻿2016-05-13 03:08,Hydeni Ruins Hell - 5,Win,0:35,879,0,1,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-13 03:10,Hydeni Ruins Hell - 5,Win,0:40,1425,0,1,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-13 03:12,Hydeni Ruins Hell - 5,Win,0:46,1118,0,0,Rune,4*,2205,Guard,51.69%,5,Common,HP +160,,,,,
﻿2016-05-13 03:15,Hydeni Ruins Hell - 5,Win,2:41,2439,0,0,Rune,4*,2572,Guard,57.46%,5,Magic,HP +160,,ATK 6%,,,
﻿2016-05-13 03:16,Hydeni Ruins Hell - 5,Win,0:44,1424,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-13 03:18,Hydeni Ruins Hell - 5,Win,0:21,603,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 03:22,Giant's Keep B10,Win,2:00,3714,0,0,Rune,5*,8160,Swift,70.84%,5,Hero,HP +270,DEF +15,CRI Dmg 3%,ATK +12,Accuracy 3%,
﻿2016-05-13 03:36,Giant's Keep B10,Win,2:20,8212,0,1,Rune,6*,13948,Fatal,84.89%,5,Hero,HP +360,ATK 7%,DEF +12,CRI Rate 6%,Resistance 5%,
﻿2016-05-13 03:50,Hydeni Ruins Hell - 5,Win,0:38,2856,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 03:50,Hydeni Ruins Hell - 5,Win,0:33,3640,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 03:51,Hydeni Ruins Hell - 5,Win,0:50,3662,0,0,Low Elemental (Water) 1*,,,,,,,,,,,,
﻿2016-05-13 03:52,Hydeni Ruins Hell - 5,Win,0:38,2974,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 03:53,Hydeni Ruins Hell - 5,Win,0:30,2752,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 03:54,Hydeni Ruins Hell - 5,Win,0:36,3218,0,1,Rune,3*,1443,Guard,50.04%,5,Magic,HP +100,,DEF 5%,,,
﻿2016-05-13 03:55,Hydeni Ruins Hell - 5,Win,0:41,2346,0,2,Rune,4*,2940,Guard,54.10%,5,Common,HP +160,ATK +7,,,,
﻿2016-05-13 03:56,Hydeni Ruins Hell - 5,Win,0:29,2456,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 03:57,Hydeni Ruins Hell - 5,Win,0:34,1972,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 03:58,Hydeni Ruins Hell - 5,Win,0:23,1914,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 03:59,Hydeni Ruins Hell - 5,Win,0:23,2574,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 04:00,Hydeni Ruins Hell - 5,Win,0:43,2790,0,2,Rune,4*,2205,Guard,51.69%,5,Common,HP +160,,,,,
﻿2016-05-13 04:01,Hydeni Ruins Hell - 5,Win,0:35,3726,0,0,Howl (Water) 2*,,,,,,,,,,,,
﻿2016-05-13 04:02,Hydeni Ruins Hell - 5,Win,0:53,2820,0,3,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 04:03,Hydeni Ruins Hell - 5,Win,0:29,1964,0,1,Rune,3*,1649,Guard,49.08%,5,Common,HP +100,SPD +3,,,,
﻿2016-05-13 04:04,Hydeni Ruins Hell - 5,Win,0:48,2576,0,2,Rune,3*,1649,Guard,47.43%,5,Common,HP +100,CRI Dmg 2%,,,,
﻿2016-05-13 04:05,Hydeni Ruins Hell - 5,Win,0:22,2050,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 04:06,Hydeni Ruins Hell - 5,Win,0:37,5156,0,0,Rune,4*,2205,Guard,51.69%,5,Common,HP +160,,,,,
﻿2016-05-13 04:07,Hydeni Ruins Hell - 5,Win,0:42,2540,0,0,Low Elemental (Water) 1*,,,,,,,,,,,,
﻿2016-05-13 04:12,Hydeni Ruins Hell - 5,Win,0:42,1890,0,2,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 04:14,Hydeni Ruins Hell - 5,Win,0:37,2170,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 04:14,Hydeni Ruins Hell - 5,Win,0:36,4572,0,0,Rune,4*,2205,Guard,51.69%,5,Common,HP +160,,,,,
﻿2016-05-13 04:15,Hydeni Ruins Hell - 5,Win,0:29,2444,0,1,Rune,4*,2205,Guard,51.69%,5,Common,HP +160,,,,,
﻿2016-05-13 04:16,Hydeni Ruins Hell - 5,Win,0:32,4870,0,1,Howl (Water) 2*,,,,,,,,,,,,
﻿2016-05-13 04:17,Hydeni Ruins Hell - 5,Win,0:39,3036,0,0,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 04:18,Aiden Forest Hell - 1,Win,0:55,4336,0,0,Rune,3*,2937,Will,45.23%,1,Common,ATK +7,,,,,
﻿2016-05-13 04:20,Hydeni Ruins Hell - 5,Win,0:31,2204,0,0,Unknown Scroll x3,,,,,,,,,,,,
﻿2016-05-13 04:21,Hydeni Ruins Hell - 5,Win,1:03,3678,0,1,Rune,3*,1649,Guard,48.53%,5,Common,HP +100,CRI Dmg 3%,,,,
﻿2016-05-13 04:26,Hydeni Ruins Hell - 5,Win,1:25,2806,0,1,Rune,3*,1236,Guard,45.23%,5,Common,HP +100,,,,,
﻿2016-05-13 04:27,Hydeni Ruins Hell - 5,Win,0:32,2408,0,0,Rune,4*,2572,Guard,53.07%,5,Magic,HP +160,,ATK +4,,,
﻿2016-05-13 15:55,10032 B1,Win,0:37,5737,0,0,"Unknown drop {""mana"": 2151, ""energy"": 0, ""crystal"": 0}",,,,,,,,,,,,
﻿2016-05-13 15:57,10032 B1,Win,0:37,5556,1,0,"Unknown drop {""mana"": 2962, ""energy"": 0, ""crystal"": 0}",,,,,,,,,,,,
﻿2016-05-13 15:57,10032 B1,Win,0:34,4970,0,0,"Unknown drop {""mana"": 2086, ""energy"": 0, ""crystal"": 0}",,,,,,,,,,,,
﻿2016-05-13 15:58,10032 B1,Win,0:37,2066,0,0,Summoning Pieces Assassin (Fire) x1,,,,,,,,,,,,
﻿2016-05-13 16:02,10032 B1,Win,0:35,2774,0,0,Summoning Pieces Assassin (Fire) x1,,,,,,,,,,,,
﻿2016-05-13 16:03,10032 B1,Win,0:31,3102,0,1,Summoning Pieces Assassin (Fire) x1,,,,,,,,,,,,
﻿2016-05-13 16:21,10032 B1,Win,0:33,3758,0,2,Summoning Pieces Assassin (Fire) x1,,,,,,,,,,,,
﻿2016-05-13 16:22,10032 B1,Win,0:35,5670,0,4,"Unknown drop {""mana"": 2548, ""energy"": 0, ""crystal"": 0}",,,,,,,,,,,,
﻿2016-05-13 16:24,10032 B1,Win,0:32,5845,0,1,"Unknown drop {""mana"": 2753, ""energy"": 0, ""crystal"": 0}",,,,,,,,,,,,
﻿2016-05-13 16:24,10032 B1,Win,0:37,5680,0,2,"Unknown drop {""mana"": 2240, ""energy"": 1, ""crystal"": 0}",,,,,,,,,,,,
﻿2016-05-13 16:26,10032 B1,Win,0:37,4569,0,3,"Unknown drop {""mana"": 2333, ""energy"": 1, ""crystal"": 0}",,,,,,,,,,,,
﻿2016-05-13 16:27,10032 B1,Win,0:34,5817,0,1,"Unknown drop {""mana"": 2695, ""energy"": 0, ""crystal"": 0}",,,,,,,,,,,,
﻿2016-05-13 16:28,10032 B1,Win,0:35,5662,0,5,"Unknown drop {""mana"": 2884, ""energy"": 0, ""crystal"": 0}",,,,,,,,,,,,
﻿2016-05-13 16:28,10032 B1,Win,0:35,4629,0,4,"Unknown drop {""mana"": 2093, ""energy"": 2, ""crystal"": 0}",,,,,,,,,,,,
﻿2016-05-13 16:29,10032 B1,Win,0:40,5677,0,1,"Unknown drop {""mana"": 2327, ""energy"": 0, ""crystal"": 0}",,,,,,,,,,,,
﻿2016-05-13 16:47,10032 B2,Win,3:35,1713,0,1,Summoning Pieces Assassin (Fire) x1,,,,,,,,,,,,
﻿2016-05-13 16:52,10032 B2,Win,4:14,1678,0,2,Summoning Pieces Assassin (Fire) x1,,,,,,,,,,,,
﻿2016-05-13 16:58,10032 B2,Win,4:34,1392,0,0,Summoning Pieces Assassin (Fire) x1,,,,,,,,,,,,
﻿2016-05-13 17:03,10032 B2,Win,4:13,1831,0,2,Summoning Pieces Assassin (Fire) x3,,,,,,,,,,,,
﻿2016-05-13 17:08,10032 B2,Win,3:55,2007,0,1,Summoning Pieces Assassin (Fire) x1,,,,,,,,,,,,
﻿2016-05-13 17:13,10032 B2,Win,4:32,1780,1,3,Summoning Pieces Assassin (Fire) x1,,,,,,,,,,,,
﻿2016-05-14 03:36,Dragon's Lair B10,Win,3:06,8842,0,2,Rune,5*,10200,Violent,63.89%,3,Rare,DEF +15,,CRI Rate 4%,HP +242,,
﻿2016-05-14 03:39,Dragon's Lair B10,Win,2:42,9514,0,1,Rune,5*,11900,Shield,69.97%,2,Rare,ATK +15,,DEF +15,ATK 7%,,
﻿2016-05-14 03:42,Dragon's Lair B10,Win,2:48,8550,0,2,Rune,5*,12240,Violent,69.17%,5,Rare,HP +270,DEF 5%,CRI Rate 3%,SPD +4,,
﻿2016-05-14 03:46,Dragon's Lair B10,Win,3:21,7884,0,2,Rune,5*,13770,Violent,74.24%,4,Rare,DEF +15,DEF 7%,Resistance 4%,Accuracy 7%,,
﻿2016-05-14 03:49,Dragon's Lair B10,Win,2:53,8086,0,1,Rune,6*,21556,Revenge,80.77%,6,Rare,HP +360,ATK +10,SPD +4,CRI Dmg 5%,,
﻿2016-05-14 03:53,Dragon's Lair B10,Win,2:41,9546,0,0,Unknown Scroll x4,,,,,,,,,,,,
﻿2016-05-14 03:57,Dragon's Lair B10,Win,3:43,8598,0,0,Rune,4*,4823,Shield,59.49%,3,Rare,DEF +10,,HP +191,CRI Rate 4%,,
﻿2016-05-14 04:00,Dragon's Lair B10,Win,3:01,9542,0,0,Rune,5*,10200,Violent,66.28%,3,Rare,DEF +15,,Resistance 6%,SPD +4,,
﻿2016-05-14 04:03,Dragon's Lair B10,Win,2:42,8856,0,1,Rune,5*,8925,Revenge,64.04%,3,Rare,DEF +15,,Resistance 6%,Accuracy 3%,,
﻿2016-05-14 04:06,Dragon's Lair B10,Win,2:32,8480,0,0,Unknown Scroll x5,,,,,,,,,,,,
﻿2016-05-14 04:09,Dragon's Lair B10,Win,2:20,9210,0,2,Rune,6*,21556,Violent,77.98%,6,Rare,DEF +22,,ATK +11,ATK 7%,,
﻿2016-05-14 04:12,Dragon's Lair B10,Win,3:09,7918,0,1,Rune,4*,4134,Guard,62.47%,4,Rare,CRI Dmg 6%,Resistance 2%,DEF 5%,CRI Rate 2%,,
﻿2016-05-14 04:19,Dragon's Lair B10,Win,2:56,8704,0,2,Rune,5*,11475,Violent,68.75%,3,Rare,DEF +15,CRI Dmg 4%,DEF 4%,CRI Rate 4%,,
﻿2016-05-14 04:22,Dragon's Lair B10,Win,2:11,7682,0,0,Unknown Scroll x5,,,,,,,,,,,,
﻿2016-05-14 04:25,Dragon's Lair B10,Win,2:34,7868,0,0,Rune,6*,11887,Guard,78.85%,3,Rare,DEF +22,DEF 7%,Accuracy 6%,HP 5%,,
﻿2016-05-14 04:28,Dragon's Lair B10,Win,3:00,8260,0,0,Rune,5*,5100,Focus,65.96%,3,Rare,DEF +15,,Resistance 7%,SPD +3,,
﻿2016-05-14 04:31,Dragon's Lair B10,Win,2:40,3805,0,0,Rune,6*,12046,Guard,74.73%,1,Rare,ATK +22,,Resistance 8%,CRI Dmg 5%,,
﻿2016-05-14 06:07,Hall of Magic B10,Win,1:20,3088,0,2,Essence of Magic(Mid) x2,,,,,,,,,,,,
﻿2016-05-14 06:09,Hall of Magic B10,Win,1:21,3038,0,3,Essence of Magic(Mid) x1,,,,,,,,,,,,
﻿2016-05-14 06:10,Hall of Magic B10,Win,1:16,2786,0,3,Essence of Water(High) x3,,,,,,,,,,,,
﻿2016-05-14 06:12,Hall of Magic B10,Win,1:16,2606,0,0,Essence of Magic(Mid) x2,,,,,,,,,,,,
﻿2016-05-14 06:14,Hall of Magic B10,Win,1:20,2816,0,0,Essence of Water(High) x1,,,,,,,,,,,,
﻿2016-05-14 06:15,Hall of Magic B10,Win,1:14,2819,0,0,Essence of Magic(Low) x4,,,,,,,,,,,,
﻿2016-05-14 06:17,Hall of Magic B10,Win,1:27,2846,0,0,Essence of Wind(Mid) x1,,,,,,,,,,,,
﻿2016-05-14 06:19,Hall of Magic B10,Win,1:15,2696,0,0,Essence of Magic(Low) x4,,,,,,,,,,,,
﻿2016-05-14 06:21,Hall of Magic B10,Win,1:22,2930,0,0,Essence of Magic(Mid) x2,,,,,,,,,,,,
﻿2016-05-14 06:23,Hall of Magic B10,Win,1:41,2860,0,2,Essence of Water(Mid) x2,,,,,,,,,,,,
﻿2016-05-14 06:25,Hall of Magic B10,Win,1:37,2962,0,2,Unknown Scroll x4,,,,,,,,,,,,
﻿2016-05-14 06:27,Hall of Magic B10,Win,1:32,2506,0,1,Essence of Magic(Low) x5,,,,,,,,,,,,
﻿2016-05-16 14:04,Tamor Desert Hell - 3,Win,0:41,653,0,0,Rune,3*,1546,Endure,50.04%,3,Common,DEF +7,HP 5%,,,,,Surprise Box (Fire),Yeti (Fire),Monster Flower (Wind),,
﻿2016-05-16 14:07,Dragon's Lair B10,Win,2:38,4798,0,0,Rune,5*,8075,Endure,68.85%,1,Rare,ATK +15,Resistance 6%,Accuracy 3%,ATK 5%,,,Verdehile,Mantura,Belladeon,Theomars,Veromos
